weight868,weight878
0.9627157,0.9624839
0.73699766,0.72097707
0.84633875,0.83657074
1.031778,1.0356759
1.0523324,1.0557761
1.157575,1.167461
1.1687186,1.1780564
0.70329493,0.68505573
1.098773,1.1050866
1.2414758,1.2528567
